"","weather","risk","treatment","outcome"
"7887","normal","low","treated","not-burned"
"7888","dry","high","treated","not-burned"
"7889","normal","low","treated","not-burned"
"7890","normal","high","untreated","not-burned"
"7891","wet","low","treated","not-burned"
"7892","normal","high","treated","not-burned"
"7893","normal","low","treated","not-burned"
"7894","dry","low","treated","burned"
"7895","wet","low","treated","not-burned"
"7896","dry","high","treated","burned"
"7897","dry","high","treated","not-burned"
"7898","normal","low","treated","not-burned"
"7899","normal","high","untreated","not-burned"
"7900","normal","low","untreated","not-burned"
"7901","normal","low","untreated","not-burned"
"7902","wet","low","untreated","not-burned"
"7903","normal","low","untreated","not-burned"
"7904","dry","low","treated","not-burned"
"7905","normal","low","untreated","not-burned"
"7906","normal","high","untreated","not-burned"
"7907","wet","low","untreated","not-burned"
"7908","normal","low","untreated","not-burned"
"7909","normal","low","treated","not-burned"
"7910","normal","high","treated","not-burned"
"7911","normal","low","untreated","not-burned"
"7912","normal","high","treated","not-burned"
"7913","normal","low","untreated","not-burned"
"7914","normal","high","treated","not-burned"
"7915","wet","low","untreated","not-burned"
"7916","wet","low","treated","not-burned"
"7917","dry","high","treated","not-burned"
"7918","wet","low","untreated","not-burned"
"7919","normal","low","untreated","not-burned"
"7920","dry","low","untreated","burned"
"7921","normal","high","treated","not-burned"
"7922","normal","low","untreated","not-burned"
"7923","normal","high","treated","not-burned"
"7924","normal","high","treated","burned"
"7925","normal","low","untreated","not-burned"
"7926","dry","low","untreated","not-burned"
"7927","normal","low","untreated","not-burned"
"7928","normal","low","untreated","not-burned"
"7929","dry","high","treated","not-burned"
"7930","normal","high","treated","not-burned"
"7931","wet","low","untreated","not-burned"
"7932","wet","low","untreated","not-burned"
"7933","dry","high","treated","not-burned"
"7934","normal","high","treated","burned"
"7935","normal","high","treated","not-burned"
"7936","wet","low","treated","not-burned"
"7937","wet","low","untreated","not-burned"
"7938","normal","low","treated","not-burned"
"7939","dry","low","treated","burned"
"7940","dry","high","treated","not-burned"
"7941","wet","low","treated","not-burned"
"7942","dry","low","treated","burned"
"7943","normal","high","treated","not-burned"
"7944","normal","low","untreated","not-burned"
"7945","normal","low","treated","not-burned"
"7946","normal","high","treated","not-burned"
"7947","wet","low","treated","not-burned"
"7948","normal","high","treated","not-burned"
"7949","normal","high","treated","not-burned"
"7950","dry","low","treated","burned"
"7951","dry","high","untreated","not-burned"
"7952","normal","high","treated","not-burned"
"7953","normal","low","untreated","not-burned"
"7954","dry","low","treated","burned"
"7955","dry","high","treated","not-burned"
"7956","normal","high","treated","not-burned"
"7957","normal","low","untreated","not-burned"
"7958","wet","low","untreated","not-burned"
"7959","normal","low","untreated","not-burned"
"7960","dry","low","treated","not-burned"
"7961","dry","high","treated","not-burned"
"7962","dry","high","untreated","not-burned"
"7963","wet","low","treated","not-burned"
"7964","normal","low","untreated","not-burned"
"7965","normal","high","untreated","not-burned"
"7966","dry","low","untreated","burned"
"7967","normal","low","treated","not-burned"
"7968","normal","high","untreated","not-burned"
"7969","dry","low","untreated","not-burned"
"7970","wet","low","untreated","not-burned"
"7971","normal","low","untreated","not-burned"
"7972","wet","low","untreated","not-burned"
"7973","normal","low","treated","not-burned"
"7974","normal","low","untreated","not-burned"
"7975","normal","low","treated","not-burned"
"7976","normal","low","treated","not-burned"
"7977","normal","low","untreated","not-burned"
"7978","normal","low","treated","not-burned"
"7979","normal","low","untreated","not-burned"
"7980","normal","high","treated","not-burned"
"7981","normal","low","untreated","not-burned"
"7982","wet","low","treated","not-burned"
"7983","dry","low","treated","not-burned"
"7984","wet","low","untreated","not-burned"
"7985","normal","high","treated","not-burned"
"7986","normal","high","treated","not-burned"
"7987","wet","high","untreated","not-burned"
"7988","normal","high","treated","not-burned"
"7989","normal","low","untreated","not-burned"
"7990","normal","high","treated","not-burned"
"7991","wet","low","untreated","not-burned"
"7992","normal","low","treated","not-burned"
"7993","normal","low","untreated","not-burned"
"7994","normal","low","treated","not-burned"
"7995","normal","high","treated","not-burned"
"7996","normal","high","treated","not-burned"
"7997","normal","high","treated","burned"
"7998","wet","low","treated","not-burned"
"7999","normal","low","treated","not-burned"
"8000","wet","high","treated","not-burned"
"8001","normal","high","treated","not-burned"
"8002","normal","low","treated","not-burned"
"8003","dry","low","treated","not-burned"
"8004","normal","low","untreated","not-burned"
"8005","dry","low","untreated","burned"
"8006","normal","low","untreated","not-burned"
"8007","normal","low","treated","not-burned"
"8008","wet","low","untreated","not-burned"
"8009","normal","high","treated","not-burned"
"8010","wet","low","untreated","not-burned"
"8011","dry","low","untreated","not-burned"
"8012","dry","high","untreated","not-burned"
"8013","normal","high","untreated","not-burned"
"8014","normal","low","untreated","not-burned"
"8015","wet","low","treated","not-burned"
"8016","wet","low","untreated","not-burned"
"8017","wet","low","untreated","not-burned"
"8018","dry","low","untreated","not-burned"
"8019","dry","low","untreated","not-burned"
"8020","wet","low","treated","not-burned"
"8021","normal","low","untreated","not-burned"
"8022","normal","high","treated","not-burned"
"8023","normal","low","untreated","not-burned"
"8024","wet","low","untreated","not-burned"
"8025","normal","low","untreated","not-burned"
"8026","wet","low","treated","not-burned"
"8027","normal","low","untreated","not-burned"
"8028","wet","low","untreated","not-burned"
"8029","normal","low","untreated","not-burned"
"8030","normal","low","treated","not-burned"
"8031","normal","low","untreated","not-burned"
"8032","normal","low","untreated","not-burned"
"8033","wet","low","untreated","not-burned"
"8034","wet","low","treated","not-burned"
"8035","normal","low","untreated","not-burned"
"8036","normal","high","treated","not-burned"
"8037","normal","high","treated","not-burned"
"8038","normal","low","treated","not-burned"
"8039","dry","high","untreated","burned"
"8040","normal","low","untreated","not-burned"
"8041","dry","high","treated","not-burned"
"8042","normal","low","untreated","not-burned"
"8043","wet","low","untreated","not-burned"
"8044","wet","low","untreated","not-burned"
"8045","normal","low","untreated","not-burned"
"8046","dry","high","treated","not-burned"
"8047","normal","low","treated","not-burned"
"8048","normal","high","treated","not-burned"
"8049","dry","high","treated","not-burned"
"8050","wet","low","untreated","not-burned"
"8051","normal","high","treated","not-burned"
"8052","wet","low","treated","not-burned"
"8053","normal","low","untreated","not-burned"
"8054","wet","low","untreated","not-burned"
"8055","dry","low","treated","not-burned"
"8056","normal","low","treated","not-burned"
"8057","dry","low","untreated","not-burned"
"8058","normal","high","treated","not-burned"
"8059","normal","low","treated","not-burned"
"8060","wet","low","untreated","not-burned"
"8061","dry","low","untreated","not-burned"
"8062","wet","low","treated","not-burned"
"8063","dry","low","untreated","burned"
"8064","normal","high","treated","not-burned"
"8065","normal","low","untreated","not-burned"
"8066","wet","low","untreated","not-burned"
"8067","dry","high","treated","not-burned"
"8068","normal","high","treated","not-burned"
"8069","wet","high","treated","not-burned"
"8070","normal","low","untreated","not-burned"
"8071","normal","high","treated","not-burned"
"8072","wet","low","treated","not-burned"
"8073","dry","low","untreated","not-burned"
"8074","wet","low","untreated","not-burned"
"8075","normal","high","treated","not-burned"
"8076","wet","low","treated","not-burned"
"8077","wet","low","treated","not-burned"
"8078","wet","high","treated","burned"
"8079","wet","low","untreated","not-burned"
"8080","normal","low","untreated","not-burned"
"8081","normal","high","treated","not-burned"
"8082","normal","low","untreated","not-burned"
"8083","normal","low","untreated","not-burned"
"8084","wet","low","untreated","not-burned"
"8085","normal","low","treated","not-burned"
"8086","normal","high","treated","not-burned"
"8087","wet","low","untreated","not-burned"
"8088","normal","high","untreated","not-burned"
"8089","wet","low","treated","not-burned"
"8090","wet","low","treated","not-burned"
"8091","normal","low","untreated","not-burned"
"8092","normal","high","treated","not-burned"
"8093","dry","high","untreated","not-burned"
"8094","wet","low","treated","not-burned"
"8095","dry","low","untreated","burned"
"8096","normal","high","treated","not-burned"
"8097","dry","low","untreated","burned"
"8098","dry","low","untreated","not-burned"
"8099","normal","low","untreated","not-burned"
"8100","normal","high","treated","not-burned"
"8101","normal","low","treated","not-burned"
"8102","normal","high","treated","not-burned"
"8103","normal","high","treated","not-burned"
"8104","wet","low","untreated","not-burned"
"8105","normal","low","untreated","not-burned"
"8106","normal","low","untreated","not-burned"
"8107","wet","low","treated","not-burned"
"8108","wet","low","untreated","not-burned"
"8109","normal","low","treated","not-burned"
"8110","dry","high","treated","not-burned"
"8111","wet","low","treated","not-burned"
"8112","wet","low","untreated","not-burned"
"8113","normal","low","untreated","not-burned"
"8114","wet","low","treated","not-burned"
"8115","dry","high","untreated","not-burned"
"8116","normal","high","treated","not-burned"
"8117","normal","low","untreated","not-burned"
"8118","normal","low","untreated","not-burned"
"8119","normal","high","untreated","not-burned"
"8120","wet","low","treated","not-burned"
"8121","wet","low","untreated","not-burned"
"8122","normal","low","treated","not-burned"
"8123","wet","low","untreated","not-burned"
"8124","dry","low","untreated","not-burned"
"8125","dry","low","untreated","not-burned"
"8126","wet","low","treated","not-burned"
"8127","normal","high","untreated","not-burned"
"8128","normal","high","untreated","not-burned"
"8129","normal","low","untreated","not-burned"
"8130","dry","high","treated","not-burned"
"8131","wet","low","untreated","not-burned"
"8132","normal","low","untreated","not-burned"
"8133","normal","high","treated","not-burned"
"8134","dry","low","treated","burned"
"8135","dry","low","treated","burned"
"8136","dry","low","treated","not-burned"
"8137","normal","low","untreated","not-burned"
